doc_ID,sentence_id,intervenant,date,context,detect_immigration,detect_démocratie,detect_progrès,detect_égalité,detect_nation,detect_autorité,detect_tradition,detect_prodem,detect_ecologie,detect_tech,detect_ue,detect_soc,detect_travail,immigration_1,immigration_2,immigration_3,immigration_4,démocratie_1,démocratie_2,démocratie_3,démocratie_4,démocratie_5,progrès_1,progrès_2,progrès_3,égalité_1,égalité_2,égalité_3,égalité_4,nation_1,nation_2,nation_3,nation_4,nation_5,nation_6,autorité_1,autorité_2,autorité_3,autorité_4,autorité_5,tradition_1,tradition_2,tradition_3,tradition_4,tradition_5,tradition_6,prodem_1,prodem_2,prodem_3,emotion,theme
1,298,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,neutre,education
1,299,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,education
1,300,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,education
1,301,Mauroy,1981-07-08,,non,oui,non,non,non,oui,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,non,non,non,neutre,education
1,302,Mauroy,1981-07-08,,non,oui,non,non,non,oui,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,non,non,non,neutre,education
1,303,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,non,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,education
1,304,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,travail
1,305,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,306,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,oui,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,307,Mauroy,1981-07-08,,non,non,non,oui,oui,non,non,non,non,non,non,oui,oui,,,,,,,,,,,,,non,non,non,non,non,oui,oui,non,oui,oui,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,308,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail les mots <<tr
1,309,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail les travailleurs sont
1,310,Mauroy,1981-07-08,,non,oui,non,non,non,oui,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,non,non,non,neutre,travail
1,311,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail
1,312,Mauroy,1981-07-08,,non,oui,non,non,non,oui,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,non,non,non,neutre,travail
1,313,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,travail le discours met
1,314,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,travail le discours met
1,315,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,316,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,317,Mauroy,1981-07-08,,non,oui,oui,non,non,non,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,travail le passage de
1,318,Mauroy,1981-07-08,,non,oui,non,non,non,non,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,non,non,non,neutre,travail le theme dominant
1,319,Mauroy,1981-07-08,,non,oui,non,non,non,oui,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,non,non,non,neutre,travail cet extrait de
1,320,Mauroy,1981-07-08,,non,oui,oui,non,oui,oui,non,oui,non,non,non,oui,oui,,,,,non,non,non,non,non,non,non,non,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,oui,non,non,neutre,travail le theme dominant
1,321,Mauroy,1981-07-08,,non,non,oui,non,oui,oui,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,322,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,323,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,324,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,325,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,326,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,327,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,328,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,329,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,330,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,331,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,oui,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,332,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,333,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,oui,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,334,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positif,economie
1,335,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,336,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,337,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,338,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie
1,339,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,340,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie. cet extrait de
1,341,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,342,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,investissement productif bien que
1,343,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,344,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,345,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,346,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,oui,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,347,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,oui,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,348,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,oui,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie
1,349,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie
1,350,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,351,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait
1,352,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,353,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,354,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,355,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,356,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,357,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie
1,358,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie
1,359,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,360,Mauroy,1981-07-08,,non,non,non,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,non,oui,non,non,non,,,,,,,,,,neutre,economie
1,361,Mauroy,1981-07-08,,non,non,non,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,neutre,economie la raison de
1,362,Mauroy,1981-07-08,,non,non,non,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,non,oui,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,363,Mauroy,1981-07-08,,non,non,oui,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,364,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,365,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie le discours traite
1,366,Mauroy,1981-07-08,,non,non,oui,oui,non,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,non,non,non,non,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,367,Mauroy,1981-07-08,,non,non,oui,oui,non,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,non,non,non,non,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,368,Mauroy,1981-07-08,,non,non,oui,oui,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,369,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,370,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,371,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,372,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,373,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,374,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,na (aucun theme dominant
1,375,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,376,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,377,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,378,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,379,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,380,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,381,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait sem
1,382,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie la nationalisation evo
1,383,Mauroy,1981-07-08,,non,non,non,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,384,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,385,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,386,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,387,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,388,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,389,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,390,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,391,Mauroy,1981-07-08,,non,oui,oui,non,oui,non,non,oui,non,non,non,non,oui,,,,,non,non,non,non,non,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,non,non,non,neutre,economie cet extrait de
1,392,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,393,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,394,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,395,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,396,Mauroy,1981-07-08,,non,non,non,non,oui,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait sem
1,397,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait sem
1,398,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,oui,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,399,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait sem
1,400,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,401,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,402,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,403,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,404,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,405,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,na - aucun theme
1,406,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,defense / securite
1,407,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,408,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,négatif,economie cet extrait de
1,409,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,négatif,economie cet extrait sem
1,410,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,négatif,economie
1,411,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,412,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,413,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,414,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,415,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,oui,non,non,oui,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,416,Mauroy,1981-07-08,,non,non,oui,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,non,non,non,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,417,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,418,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,na (non applicable) c
1,419,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,"entreprise, investissement etranger"
1,420,Mauroy,1981-07-08,,non,non,non,non,oui,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,non,non,non,non,non,non,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,421,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,422,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,423,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie
1,424,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,425,Mauroy,1981-07-08,,non,non,non,non,non,non,oui,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,oui,non,non,non,non,non,,,,neutre,economie la raison pour
1,426,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,"entreprise publique, autonomie de"
1,427,Mauroy,1981-07-08,,non,non,non,non,non,non,oui,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,oui,non,non,non,non,non,,,,neutre,identite dans cet extrait
1,428,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,economie cet extrait de
1,429,Mauroy,1981-07-08,,non,non,non,non,non,non,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,"entreprise, travail cet extrait"
1,430,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail cet extrait de
1,431,Mauroy,1981-07-08,,non,non,oui,non,non,non,non,non,non,non,non,non,oui,,,,,,,,,,non,non,non,,,,,,,,,,,,,,,,,,,,,,,,,neutre,travail le discours met
1,432,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,travail cet extrait de
1,433,Mauroy,1981-07-08,,non,non,oui,non,non,oui,non,non,non,non,non,oui,oui,,,,,,,,,,non,non,non,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,travail le theme dominant
1,434,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,economie cet extrait de
1,435,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,na (aucun theme dominant
1,436,Mauroy,1981-07-08,,non,non,non,non,non,oui,non,non,non,non,non,non,non,,,,,,,,,,,,,,,,,,,,,,,non,non,non,non,non,,,,,,,,,,neutre,gouvernance/administration publique
